id,date,code_speaker,gender,title_original,title_language,title_english,abstract_original,abstract_language,audience_n,audience_female,audience_male,audience_NA,department,institute,university,country,position,position_cat,origin,total_citation_n,h_index,i10_index,most_cited_n,citation_cum,years_career,nature_index_count,nature_index_share,obs
91,03-05-2012,177,M,Caracterização genética de rizomas e tubérculos com marcadores moleculares: estudo em ecologia de agroecossistemas,port,Caracterização genética de rizomas e tubérculos com marcadores moleculares: estudo em ecologia de agroecossistemas,"No Brasil, semelhante a outros países em desenvolvimento, espécies como o inhame (Dioscorea spp.) e a mandioca (Manihot esculenta) têm uma profunda importância na agricultura familiar, sendo utilizadas basicamente como fonte de carboidrato. Suas características vão além das altas qualidades nutritivas; importantes propriedades medicinais envolvem essas espécies, muitas delas desconhecidas entre nós. Variedades locais fazem parte de um sistema de sustentabilidade agroecológica, ainda não claramente compreendido pela ciência, que ameaçado, pode levar a erosão genética destas olerícolas, e o seu respectivo desaparecimento. São poucas as instituições atualmente envolvidas com pesquisas relacionadas à cultura de tubérculos, sendo urgente o incremento de estudos aprofundados, para que se compreendam os fatores que interferem na evolução dessas espécies e como suas diversidades genéticas se encontram distribuídas atualmente. Acredita-se que os resultados apresentados, dentro da ecologia de agroecossistemas, usando uma abordagem de genética populacional, ajudará a conhecer com maior pormenor essas espécies rústicas e negligenciadas. ",port,10,6,4,0,NA,Agência Paulista de Tecnologia dos Agronegócios,Agência Paulista de Tecnologia dos Agronegócios,Brasil,postdoc,postdoc,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,nome incorreto - atualizei dados out21
92,10-05-2012,263,M,Detecção de machos diplóides e genética de populações de Euglossa cordata (Apidae: Euglossini) em áreas insulares e continente adjacente no litoral de São Paulo,port,Detection of diploid males and population genetics of Euglossa cordata (Apidae: Euglossini) in insular areas and adjacent continent in the coast of São Paulo,"Os insetos da ordem Hymenoptera são organismos haplodiplóides. Machos diplóides, estéreis ou inviáveis, podem ser produzidos através da endogamia, quando um indivíduo é homozigoto no locus da determinação sexual. Nas pequenas populações, com baixa diversidade genética, a endogamia é alta levando à produção de machos diplóides, tornando a população mais propensa a extinção. Estudos prévios têm sugerido que as abelhas das orquídeas da tribo Euglossini (Apidae) apresentam alta produção de machos diplóides (PMD), enquanto estudos mais recentes sugerem uma baixa frequência. Nosso objetivo foi estudar populações de Euglossini em áreas geograficamente separadas (continente e 3 ilhas) e verificar se a variabilidade genética é menor nas ilhas isoladas, bem como a produção de machos diplóides, usando sete microssatélites altamente variáveis. A hipótese a ser testada, baseado nas premissas que a endogamia é maior em áreas menores, é que as abelhas provindas das ilhas tem maior frequência de machos diplóides do que no continente. As abelhas foram coletadas no continente (Município de São Sebastião) e em três ilhas: Ilhabela, Ilha de Búzios e Ilha da Vitória com o auxílio de iscas aromáticas. A detecção dos machos diplóides, a diversidade e diferenciação genética foram calculadas através de programas específicos. Entre 1319 machos genotipados para todas as áreas 5% eram diplóides. Na menor e mais isolada das ilhas estudadas (Ilha da Vitória) a frequência de machos diplóides foi 10%, embora a riqueza de alelos e a heterozigose nesta ilha não tenha sido significativamente menor que nas demais áreas. A ausência de diferenciação genética entre as ilhas e o continente sugere que a distância entre as áreas estudadas não é uma barreria geográfica a dispersão das abelhas. Mas a população da Ilha da Vitória sofre mais que as demais áreas os efeitos da endogamia (maior frequência de machos diplóides). O acasalamento entre aparentados deve ser mais comum nestas áreas menores, possivelmente devido ao menor tamanho da população.",port,13,5,8,0,Ecologia,IB,USP,Brasil,phd_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
93,24-05-2012,248,M,Dinâmica de Populações em Paisagens com Desconexão de Habitat,port,Population Dynamics in Landscapes with Habitat Disconnection,"Neste seminário apresento um quadro teórico para a compreensão dos efeitos de desconexão de habitat sobre anfíbios. A teoria proposta está baseada em conceitos simples, como difusão de uma espécie em habitat e matriz. Mostro que extinções locais podem acontecer devido à desconexão e que podem ser abruptas. Um estudo de sensibilidade aos parâmetros da teoria permite discutir a relevância de cada um deles para diretrizes de conservação de espécies de anfíbios.",port,39,23,16,0,-,-,UNESP-SP,Brasil,professor,professor,Brasil,2208,23,55,63,1206,19,122,15.75,
94,31-05-2012,239,F,"Diversidade em Paisagens Fragmentadas – Padrões, Mecanismos e Aplicações",port,"Diversity in Fragmented Landscapes - Patterns, Mechanisms and Applications"," Nesta palestra, apresentarei dados sobre as comunidades, as populações e a genética de pequenos mamíferos em paisagens fragmentadas com diferentes proporções de Mata Atlântica remanescente. Descreverei os padrões de diversidade de espécies e um modelo conceitual que relaciona um limiar na conectividade das paisagens ao aumento abrupto nas chances de extinção de espécies. Mostrarei que dados demográficos e genéticos estão de acordo com o modelo proposto, e apresentarei exemplos de como este conjunto de informações pode ser usado na prática para guiar a tomada de decisão no que se refere ao planejamento do uso e manejo de paisagens.",port,33,24,9,0,Zoologia,IB,USP,Brasil,professor,professor,IB,7104,41,67,506,1395,9,282,53.64,
95,14-06-2012,83,F,Ecologia de Estradas e Conservação da Biodiversidade,port,Road Ecology and Biodiversity Conservation,"A Ecologia de estradas é um novo campo de conhecimento e surgiu com as demandas em estudos de impactos ambientais nas áreas naturais submetidas à construção de empreendimentos lineares como estradas, rodovias e linhas férreas. Sérios problemas ambientais ligados à implantação de rodovias estão sendo apontados em todo o mundo, tais como: facilitação de dispersão de espécies exóticas, alteração do ciclo hidrológico, mudanças microclimáticas, produção de material particulado e ruído, contaminação das águas e do solo, perda de habitat, fragmentação de ambientes naturais e o atropelamento de animais silvestres. Vários estudos vêm sendo desenvolvidos na América do Norte e Europa e medidas mitigatórias para o atropelamento de animais silvestres foram criadas, como por exemplo, passagens de fauna e cercas-guias. Essas estruturas restituem a conectividade entre os fragmentos florestais e a travessia da fauna torna-se segura. Elas se apresentam de duas maneiras principais: subterrâneas e aéreas. Para cada tipo de passagem de fauna, o sucesso da travessia segura dos animais é diferente, de acordo com o grupo faunístico, os hábitos de cada espécie e as características estruturais da paisagem no entorno das passagens. O Brasil ainda está expandindo a sua rede rodoviária nas regiões norte, centro oeste e nordeste, por meio do Programa de Aceleração do Crescimento (PAC) e a contribuição dos estudos relacionados à Ecologia de estradas serão imprescindíveis para que as obras impactem menos as áreas naturais onde os empreendimentos serão implantados.
",port,13,12,1,0,Ecologia,IB,USP,Brasil,master_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
96,21-06-2012,109,M,Perspectivas em Neurociências e Educação,port,Perspectives in Neuroscience and Education,"Nas últimas décadas, os grandes avanços alcançados pelas neurociências tornaram concretas as possibilidades anunciadas da aplicação desse conhecimento em contextos educativos. Nesse seminário, abordaremos as possíveis pontes que podem ser construídas entre as neurociências e a educação, analisando as principais promessas e críticas a esse projeto.
",port,17,11,6,0,Fisiologia,IB,USP,Brasil,professor,professor,IB,171,7,6,12,68,8,282,53.64,
101,27-06-2012,8,F,Tapones copulatorios como trampas mortales en Leucage argyra (Aranea: Tetragnathidae),spa,Copulatory plugs as death traps in Leucage argyra (Aranea: Tetragnathidae),"Los tapones copulatorios glandulares pueden estar compuestos por sustancias segregadas por el macho, la hembra, o ambos. La función más citada para estos tapones es la de disminuir posibilidades de futuros apareamientos femeninos. En Leucauge argyra las hembras pueden tener conspicuos tapones copulatorios formados por sustancias que ellas mismas producen. Mediante enfrentamientos realizados en el laboratorio y observaciones de campo encontramos que el canibalismo es frecuente en esta especie y que durante la cópula el palpo masculino puede quedar adherido a una sustancia que emerge desde los ductos femeninos. En el forcejo masculino por retirar su palpo de la genitalia femenina, el macho corre riesgo de ser canibalizado por la hembra durante este intento. Las hembras podrían determinar la duración de la cópula y realizar canibalismo por la emisión de una sustancia pegajosa, quizás una precursora del tapón copulatorio. Se trata del primer caso conocido de utilización de un tapón copulatorio como una trampa pegajosa y mortal para los machos.",spa,14,7,7,0,-,-,IIBCE,Uruguai,researcher,professor,AmLat,NA,NA,NA,NA,NA,NA,NA,NA,no google scholar profiel
97,28-06-2012,260,F,Ecologia da paisagem como subsídio para avaliar a efetividade de atos legais ambientais e facilitar a tomada de decisão,port,Landscape ecology as a subsidy to evaluate the effectiveness of environmental legal acts and facilitate decision making,"Planejamentos ambientais definem ações de manejo para um território em funçãoda
avaliação das suas condições ambientais, da vulnerabilidade, dos anseios sociais e das
limitações legais. Para definir essas ações dentro de um processo participativo é fundamental que
os agentes sociais tenham uma ótima compreensão sobre a estrutura da paisagem atual, bem
como sua distância para os cenários de expectativa científica e de interesses sócio-econômicos.
Nosso argumento é que essas situações são claramente representadas para os partícipes
através de duas proposições ligadas a ecologia da paisagem – mudanças de uso da terra ao
longo do tempo e construção de cenários de expectativas.",port,13,9,4,0,Ecologia,IB,USP,Brasil,professor,professor,IB,2262,17,24,1346,670,10,282,53.64,
98,26-07-2012,151,M,"A excepcional flora dos cerrados do nordeste do Brasil:sua estrutura florística, áreas de endemismo e estrutura filogenética",port,"The exceptional flora of the cerrados of northeastern Brazil: its floristic structure, areas of endemism and phylogenetic structure","A pressão antrópica por novas áreas de cultivos de grãos e oleaginosas em direção ao norte do Cerrado faz com que os cerrados nordestinos sejam foco de pesquisa e atenção conservacionista para que se garanta sua diversidade biológica e funcionalidade ecossistêmica em longo prazo. Serão apresentados os resultados de uma compilação de 160 levantamentos florísticos com 936 espécies lenhosas de cerrado s.l. do nordeste brasileiro. O objetivo da palestra é mostrar como a flora do cerrado nordestino é única dentro do domínio fitogeográfico, a distinção de áreas de endemismo em escala refinada e seu padrão de estrutura filogenética que está relacionado a condições climáticas e de solo. Serão discutidos como a história evolutiva do Cerrado, as condições ambientais únicas do nordeste e a proximidade com outros domínios fitogeográficos poderiam afetar tais padrões de biodiversidade.
",port,6,6,0,0,-,-,UNICAMP,Brasil,phd_student,student,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,
99,02-08-2012,232,M,Polinización y reprodución de plantas en ambientes modificados por el hombre,spa,Pollination and plant reproduction in human-modified environments,"La polinización mediada por animales es una interacción clave para la reproducción sexual de casi el 90% de las angiospermas actuales. Desde el siglo pasado, las consecuencias del desarrollo humano están modificando los ecosistemas a escalas sin precedentes, afectando procesos ecológicos como las interacciones mutualistas planta-polinizador. 
Las investigaciones desarrolladas durante las últimas tres décadas han permitido acumular abundante evidencia empírica sobre los efectos que las actividades antrópicas tienen sobre estas interacciones, mostrando patrones de respuesta contradictorios. 
Aquí se presentan resultados de revisiones sistemáticas con el fin de sintetizar y cuantificar la magnitud y dirección global de los efectos originados por las actividades del hombre sobre polinización, reproducción y diversidad genética de poblaciones vegetales. Asimismo, determinamos que existen grupos de plantas con rasgos ecológicos y de historia de vida que son significativamente más susceptibles a ser afectados negativamente por estos cambios.",spa,25,18,7,0,-,-,CONICET-Cor,Argentina,researcher,professor,AmLat,4302,20,30,1084,889,8,322,48.23,
100,03-08-2012,157,F,Polinizadores como proveedores de múltiples servicios ecosistémicos,spa,Pollinators as providers of multiple ecosystem services.,"Los animales polinizadores cumplen un rol clave en los ecosistemas facilitando la producción de frutos y semillas en cultivos y la reproducción sexual de plantas silvestres. Hasta el momento el principal servicio ecosistémico (procesos o productos de los ecosistemas con los que el hombre se beneficia) comúnmente asociado a los polinizadores es la productividad de los cultivos. Sin embargo, una gran variedad de servicios ecosistémicos relacionados a la diversidad vegetal (ciclado de nutrientes, control de enfermedades y erosión del suelo, etc.), dependen indirectamente de los polinizadores, ya que casi el 90% de las angiospermas necesita polinizadores para reproducirse sexualmente.  Asimismo, dado que en condiciones naturales múltiples interacciones ecológicas ocurren simultáneamente, la evaluación de esta complejidad, permitirá conocer el valor relativo que diversas interacciones tienen en la provisión de servicios ecosistémicos.  Aquí se presentan resultados de un trabajo concluido sobre servicios de polinización en cultivos y resultados preliminares de dos proyectos en marcha. En estos proyectos se están  evaluando los niveles de dependencia reproductiva de plantas silvestres en polinizadores a nivel comunitario, y por otro lado, la interacción entre polinizadores y micorrizas en la producción de aceites esenciales de interés aplicado.”",spa,21,16,5,0,-,-,CONICET-Cor,Argentina,researcher,professor,AmLat,3618,17,22,221,826,9,322,48.23,
102,09-08-2012,178,F,Além da Universidade,port,Beyond university,"O conhecimento gerado nas universidades – em campo e nos laboratórios – tem uma tendência natural a permanecer no meio acadêmico. Afinal, a comunicação é feita por meio de artigos científicos, congressos e conversas no corredor ou na copa. É preciso lembrar, porém, que esse saber também deve chegar à sociedade. É aí que entram os veículos de divulgação de ciência, sejam eles especializados ou mais generalistas, como jornais. Quem deve se responsabilizar por essa circulação de informação é uma discussão sem fim: jornalistas ou especialistas nas diversas áreas da ciência? A parceria entre jornalista e pesquisador tem sido rica ao longo da experiência na revista Pesquisa FAPESP. Esta palestra é uma boa ocasião para conversar sobre formas de tornar essa colaboração cada vez mais rica e proveitosa.”",port,26,19,7,0,-,-,Pesquisa_FAPESP,Brasil,others,others,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,
103,16-08-2012,181,F,Efeitos de diferentes matrizes no risco de predação e na movimentação de uma ave florestal,port,Effects of different matrices on predation risk and movement of a forest bird,"Devido o processo de fragmentação de habitats, os animais se deparam com uma paisagem heterogênea, com áreas de habitat e de não-habitat (i.e. matrizes), e precisam cruzar as matrizes a procurar recursos. Entre os maiores custos desse deslocamento está o risco de predação que pode variar conforme a matriz e a espécie. Objetivando analisar os efeitos de diferentes matrizes para uma ave de sub-bosque, verificamos: (1) se há diferenças na quantidade de um dos principais predadores dessa ave, as aves de rapina, e (2) inferimos a percepção do risco de predação por meio da análise dos padrões de movimentação. Os resultados indicaram o milho como a matriz mais arriscada. O pasto parece ser a de risco intermediário. O Eucaliptus, a matriz de menor risco. Esse projeto ressalta a importância dos estudos sobre os efeitos de diferentes matrizes para o manejo adequado dessas áreas e a criação de paisagens mais sustentáveis.",port,11,9,2,0,Ecologia,IB,USP,Brasil,master_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
104,23-08-2012,62,M,Detecção de seleção natural a partir de dados genéticos,port,Detecting natural selection from genetic data,"É possível infereir que um gene evoluiu sob seleção natural com base
em seu padrão de variação em populações atuais. Usando os genes que
atuam na resposta imune apresentarei alguns métodos e discutirei de
que forma essas análises podem trazer respostas para questões em
aberto sobre a escala geográfica e temporal em que a seleção natural
em populações humanas.",port,46,22,24,0,Genética,IB,USP,Brasil,professor,professor,IB,3519,33,62,318,1311,14,282,53.64,
105,30-08-2012,132,M,Distribuição vegetal ao longo dos gradientes ambientais estuarinos,port,Plant distribution along estuarine environmental gradients,"A distribuição das espécies ao longo de gradientes é uma ferramenta importante para o estudo da relação entre espécies e o ambiente. O objetivo desse trabalho é refinar o conhecimento sobre os padrões de distribuição vegetal em dois estuários do litoral de São Paulo e, principalmente, entender os mecanismos por trás desses padrões. Para isso, realizaremos levantamento florístico e caracterização edáfica detalhados dos estuários, e baseado nisso, implantaremos experimentos manipulativos de transplantes recíprocos. Nesses experimentos, espécies de um extremo do gradiente serão transplantadas para outros extremos, sob duas condições: sem coroamento (com competição) e com coroamento (sem competição).”
",port,14,10,4,0,NA,NA,USP,Brasil,postdoc,postdoc,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,nome incorreto - atualizei dados out21
106,04-09-2012,198,M,Phylogenomic and phyloinformatic approaches to studying the fish tree of life,en,Phylogenomic and phyloinformatic approaches to studying the fish tree of life,"Next-gen sequencing technologies offer enormous potential for enriching phylogenetic studies yet the genomic revolution has had a surprisingly modest influence on phylogenetic thus far due to the bottleneck created by amplification of individual genes across phylogenetically divergent taxa. Sequence capture of nuclear regions flanking and including ultra-conserved elements (UCEs) offers a promising alternative to traditional phylogenetic workflows that overcomes this bottleneck. Using ray-finned fishes as a test case, we collected data from 491 loci and 159,000 sites across deeply divergent fish lineages by targeted enrichment of ultra-conserved nuclear DNA elements (UCEs) and their flanking sequence.  Phylogenetic analysis of this data set recovers a well-supported phylogeny at both shallow and deep time-scales that sheds light on several long-standing questions in fish phylogenetics. Using a set of newly-developed comparative methods that are well-suited to evolutionary analyses on large trees I will further explore macroevolutionary patterns within ray-finned fishes including whether rates of speciation and morphological evolution are correlated across this vast radiation.",en,33,15,18,0,-,-,UCLA,EUA,professor,professor,AmNorte,11071,53,102,1034,2393,10,1118,327.06,
107,14-09-2012,230,M,Folhas subterrâneas de Philoxia minensis (Plantaginaceae) capturam e digerem nematóides,port,Underground leaves of Philoxia minensis (Plantaginaceae) capture and digest nematodes,NA,NA,20,11,9,0,Ecologia,IB,UNICAMP,Brasil,phd_student,student,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,
108,20-09-2012,126,F,"Variação geográfica em atributos florais de Sinningia allagophylla e S. lutea, (Gesneriaceae) e sua relação com polinizadores",port,"Geographical variation in floral attributes of Sinningia allagophylla and S. lutea, (Gesneriaceae) and its relationship with pollinators","Variações eco-morfológicas entre populações podem ocorrer como o resultado de divergências adaptativas devido a seleção natural. Em angiospermas, as variações em atributos florais podem causar restrição ao fluxo gênico e, consequentemente, formação de novas espécies. Vários fatores abióticos e bióticos podem servir como agentes de seleção, mas polinizadores são considerados os mais importantes. Sinningia allagophylla era considerada uma espécie com ampla variação morfológica e, recentemente, uma porção desta espécie foi descrita como S. lutea. O objetivo deste trabalho é avaliar se as variações na morfologia floral dessas espécies apresentam relação com o polinizador e se os mesmos agem como agente de seleção, promovendo a especiação. Adicionalmente, iremos levantar mais dados para corroborar ou não a reclassificação destas espécies.”",port,20,15,5,0,Ecologia,IB,USP,Brasil,master_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
109,04-10-2012,227,F,Uso de Marcadores Moleculares para determinação da diversidade e abundância de carnívoros.,port,Using Molecular Markers to determine carnivore diversity and abundance.,"O conhecimento do tamanho populacional e a distribuição de uma espécie em determinada área são parâmetros ecológicos fundamentais de difícil estimativa, especialmente quando se trata de estudos com animais de comportamentos elusivos, como carnívoros terrestres. Para as espécies desse grupo, geralmente raras e/ou difíceis de capturar, a análise de amostra não-invasivas como uso de fezes é uma alternativa viável empregada no estudo desses animais, porém estas podem ser subjetivas se baseadas apenas em critérios tradicionais como morfologia das fezes para identificação de espécies, principalmente onde há ocorrência de espécies simpátricas. A identificação de espécies através da avaliação da estrutura microscópica de seus pelos guarda é uma técnica simples e de baixo custo, mas que apresenta controvérsias sobre sua confiabilidade, sendo a identificação a nível de espécie sutil e de fácil confusão. Uma importante contribuição para estudos populacionais a partir de amostras não-invasivas foi o surgimento de novas ferramentas para estudos relacionados à fauna silvestre, principalmente na área da biologia molecular onde é possível realizar a extração de DNA de materiais como fezes, pêlos e restos deixados pelos animais de um modo geral. A análise do DNA fecal é considerada um poderoso método para identificar espécies, indivíduos, estimar tamanhos de populações, razão sexual, uso de espaço, paternidade e parentesco. O conhecimento do tamanho ou densidade de uma população muitas vezes é um requerimento vital para seu manejo efetivo. Este é um dos meios mais diretos de se medir o sucesso de planos de manejo ou conservação.”",port,21,17,4,0,-,ESALQ,USP,Brasil,postdoc,postdoc,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,
110,09-08-2012,67,M,"Sistema de acasalamento, cuidado parental e a ecologia comportamental em dunnocks (o passarinho que inventou a Ecologia Comportamental!)",port,"Mating system, parental care and behavioral ecology in dunnocks (the little bird that invented behavioral ecology!)","Nesta palestra, vou contar uma história sobre sistemas de acasalamento e cuidado parental usando os dunnocks (Prunella modularis) como modelo de estudo. Vou começar por uma descrição da variação nos padrões do sistema de acasalamento social e genético dessa espécie e mostrar como fatores ambientais podem influenciar as características destes sistemas. Em seguida, vou discutir como a promiscuidade (um componente do sistema de acasalamento) influência, ou não, o cuidado paternal fornecido por machos. Aqui vou apresentar dados experimentais e também meta-analíticos. Por fim, vou demonstrar, experimentalmente, como os diferentes tipos de sistema de acasalamento afetam a aptidão dos pais através da vulnerabilidade dos filhotes ao ambiente.”",port,20,12,8,0,-,-,Univ._Otago,Nova_Zelândia,phd_student,student,Australasia,NA,NA,NA,NA,NA,NA,NA,NA,
111,09-10-2012,122,M,Fit-for-purpose: Species distribution model performance depends on evaluation criteria –Dutch hoverflies as a case study,en,Fit-for-purpose: Species distribution model performance depends on evaluation criteria –Dutch hoverflies as a case study,"Understanding species distributions and the factors limiting them is an important area in ecology and conservation, e.g. in nature reserve selection and preparing for climate change impacts. Species Distribution Models (SDM) are the main tool to analyze species distributions, but available methods are plentiful and are applied haphazardly. SDM are used mainly to gain insight (1) in overall distribution, (2) in probability of occurrence at specific locations or (3) to understand niche limits of species. These three aims require different performance criteria for the model outputs, which are rarely considered. We carry out comprehensive assessment procedures for all three aims comparing not only model fit (AUC values), but also spatial accuracy at multiple scales and environmental niche consistency in order to evaluate performance of six widely used modelling algorithms and a consensus approach for species ranging from rare to common and narrowly to broadly distributed.”",en,14,6,8,0,-,-,Univ._Amsterdam,Holanda,phd_student,student,Europa,NA,NA,NA,NA,NA,NA,NA,NA,
112,18-10-2012,63,M,Meta-análise e suas aplicações em ecologia e evolução,port,Meta-analysis and its applications in ecology and evolution,"A meta-análise é uma ferramenta poderosa que utiliza técnicas estatísticas para sintetizar resultados de estudos independentes. Durante a palestra será introduzido os principais conceitos, métricas e limitações associadas à meta-análise. Ainda, serão apresentados importantes estudos meta-analíticos desenvolvidos em ecologia e evolução, suas lacunas e perspectivas.”",port,20,15,5,0,-,-,UFG,Brasil,master_student,student,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,
113,25-10-2012,250,M,"Genética, conservação e seleção sexual na abelha Apis mellifera (ou perseguindo zangões ao redor do mundo)",port,"Genetics, conservation and sexual selection in the honey bee Apis mellifera (or chasing drones around the world)","In this talk I will tell the story of how I chased honeybee (Apis mellifera) drones throughout the
world to study different aspects of the biology of this key pollinator. I will start with a study of gene flow in
wild populations of the African honeybee (A. mellifera scutellata). I will then present an assessment of the
density of honeybee populations throughout natural and agricultural landscapes of Europe, Africa, and
central Asia. Subsequently, I will address the current magnitude and nature of the beekeeping industry in
33 European countries, unraveling some interesting socioeconomic patterns. Finally, I will present some
evidence for sexual selection in honeybees and show some general patterns of paternity across all social
Hymenoptera.",en,7,5,2,0,-,-,UFERSA-RN,Brasil,postdoc,postdoc,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,
114,08-11-2012,155,M,Efeitos das mudanças climáticas sobre as baleias-jubarte do Brasil:uma revisão conceitual,port,Effects of climate change on humpback whales in Brazil: a conceptual review,Descreverei o ecossistema Antártico e os efeitos das mudanças climáticas sobre as regiões polares do Hemisfério Sul. Depois revisarei respostas documentadas e potenciais às mudanças climáticas em cetáceos. Terminando com a discussão de como as mudanças climáticas podem afetar as baleias-jubarte que reproduzem no Brasil.”,port,29,17,12,0,-,-,Inst._Baleia_Jubarte,Brasil,researcher,professor,Brasil,1089,19,32,62,303,9,NA,NA,
115,29-11-2012,280,M,Utilização de análises isotópicas em estudos de biologia animal,port,Use of isotopic analysis in animal biology studies,"A aplicação de análises isotópicas em estudos de biologia animal vem crescendo nas últimas décadas devido à ampla gama de informações que se pode obter por meio desta metodologia. Estas análises se baseiam no fato que os tecidos animais tendem a refletir a composição isotópica de suas fontes alimentares. Esta apresentação terá como objetivo apresentar de forma clara e sucinta os fundamentos básicos das análises de isótopos estáveis e as principais aplicações em estudos de biologia animal. Os principais tópicos a serem abordados são: introdução aos isótopos estáveis, reconstrução da dieta, movimentação animal e inteirações tróficas.”
",port,17,11,6,0,-,ESALQ,USP,Brasil,phd_student,student,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,
116,06-12-2012,236,F,COMO OCORRE A VARIAÇÃO DE ATRIBUTOS FOLIARES EM DIFERENTES ESCALAS?,port,HOW DOES THE VARIATION OF LEAF ATTRIBUTES OCCUR AT DIFFERENT SCALES?,"Atributos foliares são parâmetros amplamente utilizados na literatura para compreender a maneira pela qual as plantas respondem ao ambiente em que se encontram. Apesar da expectativa de que as mesmas condições ambientais propiciarão a convergência de atributos foliares, estudos têm demonstrado uma marcante variação inter e intraespecífica nos atributos. Nessa apresentação pretendo discutir essas variações em diferentes escalas, assumindo variações dentro da copa como primeira possível fonte de variação.",port,22,16,6,0,Ecologia,IB,USP,Brasil,master_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
117,07-03-2013,93,M,Caminhos da publicação e redação científica,port,Pathways to publication and scientific writing,"A palestra descreve basicamente o rumo que a publicação científica tem
tomado, um rumo que não fere o idealismo de fazer ciência. Nesse
cenário, as modificações introduzidas buscam atender a era da
comunicação. Tudo isso traz mudanças radicais na concepção e redação
de um artigo científico. Quem não acompanhar essas mudanças terá
poucas chances de deixar algo novo para a ciência.",port,65,37,27,1,-,-,UNESP-Bot,Brasil,professor,professor,Brasil,3414,36,66,217,1368,13,122,15.75,
118,21-03-2013,53,F,A criação da linha de pesquisa Ensino de Biologia por investigação no IB-USP,port,The creation of the research line  Biology Teaching through Investigation at IB-USP,"Neste encontro, vou apresentar a minha inserção no IBUSP, mais especificamente no Departamento de Ecologia, com o objetivo de criar a linha de pesquisa em Ensino de Biologia por Investigação. Serão apresentados os pressupostos da área de pesquisa em ensino de ciências e biologia e os seus aportes teóricos e metodológicos, assim como as perspectivas de trabalho a serem desenvolvidos nessa área no departamento.
",port,19,28,18,0,Ecologia,IB,USP,Brasil,professor,professor,IB,617,10,14,52,19,7,282,53.64,
119,04-04-2013,267,F,Recursos alimentares e a produção de machos e rainhas na abelha sem ferrão Scaptotrigona aff. depilis,port,Food resources and the production of males and queens in the stingless bee Scaptotrigona aff. depilis,"Em insetos eussociais, a compreensão da alocação de recursos pelas colônias é fundamental para entender a demanda conflitante prevista entre a produção de operárias, que desempenham tarefas essenciais à sobrevivência da colônia, e de machos e rainhas, relacionados com a reprodução. Nesse estudo, testamos a hipótese que a produção de sexuados está diretamente relacionada com a disponibilidade de recursos alimentares. Para isso, manipulamos experimentalmente a disponibilidade de recursos de colônias da abelha sem ferrão Scaptotrigona aff. depilis. No primeiro experimento, oferecemos quantidades diferentes de alimento às colônias, e no segundo experimento, manipulamos a quantidade de alimento estocado nas colônias. Nos dois casos, a quantidade de alimento não influenciou a produção de machos e rainhas e a hipótese em estudo foi refutada. Porém, independentemente dos tratamentos experimentais, encontramos correlações positivas entre a quantidade de alimento estocado e a produção de sexuados, indicando que pode haver uma associação entre o alimento e o investimento em reprodutivos.
",port,19,9,10,0,Ecologia,IB,USP,Brasil,master_student,student,IB,NA,NA,NA,NA,NA,NA,NA,NA,
120,11-04-2013,68,F,A diversidade biológica robustece o controle biológico e a produção em agro-ecosistemas? Caso de estúdio em cultivos tradicionais de milho nos Andes colombianos,port,Does biological diversity robust biological control and production in agro-ecosystems? Case study on traditional corn crops in the Colombian Andes,"As culturas tradicionais do milho em uma região central dos Andes colombianos
constituíram o modelo de estudo para testar a hipótese de que a biodiversidade
reforça o funcionamento do ecossistema. Essas culturas se desenvolvem sem
controle químico de pragas e são habitat temporal de uma alta diversidade de
organismos. Os padrões de distribuição espacial de espécies revelaram estruturas
aninhadas, nas quais a diversidade de plantas influenciou a composição de
artrópodes. Enquanto, as redes de coocorrência planta-artrópode foram modulares.
O nível de herbivoria pela principal praga do cultivo (Spodoptera frugiperda,
Lepidóptera) afetou negativamente a produção. Enquanto que a riqueza de
predadores teve um efeito negativo sobre a herbivoria. Nas análises seguintes,
propõe-se considerar a contribuição das espécies ao controle biológico. As redes de
co-ocorrência aportam a informação necessária para empreender esta tarefa.",port,18,9,9,0,-,-,Univ._Nac._Colombia,Colombia,phd_student,student,AmLat,NA,NA,NA,NA,NA,NA,NA,NA,
